date,total_customer_count,fixed_customer_count,fixed_customer_ratio
2025-08-11,45,24,0.533333
2025-08-12,71,37,0.521127
2025-08-18,55,30,0.545455
2025-08-19,72,37,0.513889
2025-08-20,67,32,0.477612
2025-08-21,66,33,0.5
2025-08-22,63,34,0.539683
2025-08-23,49,30,0.612245
2025-08-24,32,15,0.46875
2025-08-25,53,30,0.566038
2025-08-26,68,36,0.529412
2025-08-27,54,28,0.518519
2025-08-28,63,32,0.507937
2025-08-29,63,37,0.587302
2025-08-30,52,32,0.615385
2025-08-31,21,13,0.619048
2025-09-01,51,21,0.411765
2025-09-02,74,27,0.364865
2025-09-03,47,22,0.468085
2025-09-04,57,24,0.421053
2025-09-05,57,25,0.438596
2025-09-06,46,22,0.478261
2025-09-07,25,9,0.36
2025-09-08,48,21,0.4375
2025-09-09,69,27,0.391304
2025-09-10,60,23,0.383333
2025-09-11,57,24,0.421053
2025-09-12,62,25,0.403226
2025-09-13,52,22,0.423077
2025-09-15,42,14,0.333333
2025-09-16,72,27,0.375
2025-09-17,59,22,0.372881
2025-09-18,58,24,0.413793
2025-09-19,62,25,0.403226
2025-09-20,48,22,0.458333
2025-09-21,25,9,0.36
2025-09-22,52,21,0.403846
2025-09-23,43,16,0.372093
2025-09-24,61,22,0.360656
2025-09-25,63,25,0.396825
2025-09-26,67,25,0.373134
2025-09-27,58,22,0.37931
2025-09-28,25,8,0.32
2025-09-29,49,21,0.428571
2025-09-30,64,27,0.421875
2025-10-01,54,23,0.425926
2025-10-02,57,25,0.438596
2025-10-03,61,27,0.442623
2025-10-04,48,23,0.479167
2025-10-05,25,10,0.4
2025-10-06,52,22,0.423077
2025-10-07,65,29,0.446154
2025-10-08,53,22,0.415094
2025-10-09,58,25,0.431034
2025-10-10,60,26,0.433333
2025-10-11,52,23,0.442308
2025-10-13,43,17,0.395349
2025-10-14,61,28,0.459016
2025-10-15,55,23,0.418182
2025-10-16,65,25,0.384615
2025-10-17,61,26,0.42623
2025-10-18,50,23,0.46
2025-10-19,31,10,0.322581
2025-10-20,50,22,0.44
2025-10-21,66,28,0.424242
2025-10-22,58,24,0.413793
2025-10-23,52,26,0.5
2025-10-24,52,26,0.5
2025-10-25,51,23,0.45098
2025-10-26,24,8,0.333333
2025-10-27,51,22,0.431373
2025-10-28,67,28,0.41791
2025-10-29,57,23,0.403509
2025-10-30,70,25,0.357143
2025-10-31,62,26,0.419355
