date,reserve_count,reserve_sum,fixed_ratio
2025-03-18,1.0,91.0,65.0
2025-03-19,1.0,100.0,62.0
2025-03-20,1.0,66.0,38.0
2025-03-21,1.0,97.0,69.0
2025-03-22,1.0,75.0,54.0
2025-03-23,1.0,45.0,25.0
2025-03-24,1.0,89.0,55.0
2025-03-25,1.0,103.0,74.0
2025-03-26,1.0,84.0,56.0
2025-03-27,1.0,91.0,71.0
2025-03-28,1.0,90.0,63.0
2025-03-29,1.0,75.0,52.0
2025-03-30,1.0,53.0,24.0
2025-03-31,1.0,83.0,51.0
2025-04-01,1.0,85.0,61.0
2025-04-02,1.0,86.0,52.0
2025-04-03,1.0,81.0,52.0
2025-04-04,1.0,82.0,62.0
2025-04-05,1.0,66.0,46.0
2025-04-06,1.0,45.0,29.0
2025-04-07,1.0,79.0,52.0
2025-04-08,1.0,74.0,62.0
2025-04-09,1.0,81.0,46.0
2025-04-10,1.0,80.0,55.0
2025-04-11,1.0,76.0,54.0
2025-04-12,1.0,67.0,49.0
2025-04-14,1.0,79.0,42.0
2025-04-15,1.0,86.0,56.0
2025-04-16,1.0,85.0,54.0
2025-04-17,1.0,86.0,53.0
2025-04-18,1.0,90.0,58.0
2025-04-19,1.0,77.0,45.0
2025-04-20,1.0,45.0,26.0
2025-04-21,1.0,84.0,51.0
2025-04-22,1.0,88.0,54.0
2025-04-23,1.0,81.0,49.0
2025-04-24,1.0,88.0,59.0
2025-04-25,1.0,88.0,55.0
2025-04-26,1.0,80.0,55.0
2025-04-27,1.0,38.0,19.0
2025-04-28,1.0,77.0,48.0
2025-04-29,1.0,78.0,41.0
2025-04-30,1.0,80.0,58.0
2025-05-01,1.0,86.0,57.0
2025-05-02,1.0,102.0,58.0
2025-05-07,1.0,97.0,61.0
2025-05-08,1.0,85.0,52.0
2025-05-09,1.0,92.0,66.0
2025-05-10,1.0,68.0,51.0
2025-05-11,1.0,37.0,22.0
2025-05-12,1.0,75.0,50.0
2025-05-13,1.0,90.0,58.0
2025-05-14,1.0,85.0,54.0
2025-05-15,1.0,76.0,57.0
2025-05-16,1.0,103.0,78.0
2025-05-17,1.0,78.0,53.0
2025-05-18,1.0,44.0,25.0
2025-05-19,1.0,85.0,62.0
2025-05-20,1.0,87.0,60.0
2025-05-21,1.0,91.0,59.0
2025-05-22,1.0,92.0,56.0
2025-05-23,1.0,92.0,68.0
2025-05-24,1.0,94.0,60.0
2025-05-25,1.0,45.0,23.0
2025-05-26,1.0,76.0,48.0
2025-05-27,1.0,87.0,67.0
2025-05-28,1.0,76.0,52.0
2025-05-29,1.0,83.0,58.0
2025-05-30,1.0,83.0,61.0
2025-05-31,1.0,73.0,50.0
2025-06-01,1.0,53.0,28.0
2025-06-02,1.0,71.0,51.0
2025-06-03,1.0,83.0,53.0
2025-06-04,1.0,82.0,47.0
2025-06-05,1.0,78.0,47.0
2025-06-06,1.0,77.0,49.0
2025-06-07,1.0,76.0,46.0
2025-06-09,1.0,67.0,39.0
2025-06-10,1.0,90.0,52.0
2025-06-11,1.0,83.0,49.0
2025-06-12,1.0,93.0,53.0
2025-06-13,1.0,90.0,52.0
2025-06-14,1.0,81.0,48.0
2025-06-15,1.0,37.0,24.0
2025-06-16,1.0,71.0,48.0
2025-06-17,1.0,79.0,45.0
2025-06-18,1.0,76.0,43.0
2025-06-19,1.0,79.0,44.0
2025-06-20,1.0,82.0,53.0
2025-06-21,1.0,87.0,50.0
2025-06-22,1.0,47.0,31.0
2025-06-23,1.0,68.0,36.0
2025-06-24,1.0,87.0,44.0
2025-06-25,1.0,74.0,39.0
2025-06-26,1.0,93.0,46.0
2025-06-27,1.0,79.0,47.0
2025-06-28,1.0,74.0,39.0
2025-06-29,1.0,50.0,31.0
2025-06-30,1.0,72.0,46.0
2025-07-01,1.0,78.0,47.0
2025-07-02,1.0,75.0,51.0
2025-07-03,1.0,85.0,53.0
2025-07-04,1.0,82.0,53.0
2025-07-05,1.0,79.0,57.0
2025-07-06,1.0,37.0,22.0
2025-07-07,1.0,81.0,55.0
2025-07-08,1.0,90.0,57.0
2025-07-09,1.0,75.0,49.0
2025-07-10,1.0,79.0,51.0
2025-07-11,1.0,80.0,52.0
2025-07-12,1.0,71.0,45.0
2025-07-14,1.0,81.0,55.0
2025-07-15,1.0,83.0,52.0
2025-07-16,1.0,72.0,45.0
2025-07-17,1.0,92.0,53.0
2025-07-18,1.0,82.0,57.0
2025-07-19,1.0,79.0,48.0
2025-07-20,1.0,40.0,23.0
2025-07-21,1.0,65.0,36.0
2025-07-22,1.0,64.0,28.0
2025-07-23,1.0,76.0,46.0
2025-07-24,1.0,85.0,45.0
2025-07-25,1.0,78.0,48.0
2025-07-26,1.0,76.0,48.0
2025-07-27,1.0,43.0,30.0
2025-07-28,1.0,71.0,34.0
2025-07-29,1.0,85.0,52.0
2025-07-30,1.0,91.0,47.0
2025-07-31,1.0,81.0,48.0
2025-08-01,1.0,89.0,48.0
2025-08-02,1.0,80.0,52.0
2025-08-03,1.0,35.0,21.0
2025-08-04,1.0,73.0,43.0
2025-08-05,1.0,89.0,51.0
2025-08-06,1.0,74.0,43.0
2025-08-07,1.0,85.0,52.0
2025-08-08,1.0,99.0,55.0
2025-08-09,1.0,87.0,53.0
2025-08-10,1.0,39.0,29.0
2025-08-11,1.0,75.0,44.0
2025-08-12,1.0,91.0,50.0
2025-08-18,1.0,84.0,52.0
2025-08-19,1.0,108.0,64.0
2025-08-20,1.0,101.0,56.0
2025-08-21,1.0,102.0,59.0
2025-08-22,1.0,100.0,57.0
2025-08-23,1.0,81.0,48.0
2025-08-24,1.0,49.0,26.0
2025-08-25,1.0,67.0,38.0
2025-08-26,1.0,96.0,53.0
2025-08-27,1.0,78.0,43.0
2025-08-28,1.0,86.0,46.0
2025-08-29,1.0,87.0,49.0
2025-08-30,1.0,82.0,52.0
2025-08-31,1.0,44.0,30.0
2025-09-01,1.0,72.0,35.0
2025-09-02,1.0,97.0,36.0
2025-09-03,1.0,78.0,36.0
2025-09-04,1.0,88.0,37.0
2025-09-05,1.0,82.0,42.0
2025-09-06,1.0,73.0,39.0
2025-09-07,1.0,43.0,19.0
2025-09-08,1.0,75.0,36.0
2025-09-09,1.0,107.0,45.0
2025-09-10,1.0,89.0,42.0
2025-09-11,1.0,87.0,43.0
2025-09-12,1.0,87.0,43.0
2025-09-13,1.0,94.0,38.0
2025-09-15,1.0,85.0,27.0
2025-09-16,1.0,94.0,38.0
2025-09-17,1.0,90.0,37.0
2025-09-18,1.0,85.0,40.0
2025-09-19,1.0,93.0,42.0
2025-09-20,1.0,78.0,38.0
2025-09-21,1.0,40.0,20.0
2025-09-22,1.0,69.0,30.0
2025-09-23,1.0,63.0,21.0
2025-09-24,1.0,83.0,33.0
2025-09-25,1.0,94.0,34.0
2025-09-26,1.0,101.0,35.0
2025-09-27,1.0,81.0,34.0
2025-09-28,1.0,48.0,20.0
2025-09-29,1.0,72.0,34.0
2025-09-30,1.0,101.0,47.0
2025-10-01,1.0,85.0,44.0
2025-10-02,1.0,88.0,41.0
2025-10-03,1.0,98.0,46.0
2025-10-04,1.0,62.0,37.0
2025-10-05,1.0,43.0,15.0
2025-10-06,1.0,78.0,35.0
2025-10-07,1.0,96.0,54.0
2025-10-08,1.0,79.0,40.0
2025-10-09,1.0,80.0,42.0
2025-10-10,1.0,74.0,39.0
2025-10-11,1.0,72.0,39.0
2025-10-13,1.0,66.0,31.0
2025-10-14,1.0,87.0,49.0
2025-10-15,1.0,75.0,40.0
2025-10-16,1.0,91.0,44.0
2025-10-17,1.0,82.0,44.0
2025-10-18,1.0,72.0,43.0
2025-10-19,1.0,53.0,25.0
2025-10-20,1.0,78.0,39.0
2025-10-21,1.0,92.0,49.0
2025-10-22,1.0,76.0,40.0
2025-10-23,1.0,77.0,48.0
2025-10-24,1.0,77.0,48.0
2025-10-25,1.0,71.0,37.0
2025-10-26,1.0,47.0,23.0
2025-10-27,1.0,72.0,35.0
2025-10-28,1.0,91.0,49.0
2025-10-29,1.0,86.0,42.0
2025-10-30,1.0,89.0,39.0
2025-10-31,1.0,87.0,42.0
