date,reserve_count,reserve_sum,fixed_ratio
2023-10-11,68.0,90.0,0.5147058823529411
2023-10-12,67.0,88.0,0.5223880597014925
2023-10-13,73.0,102.0,0.547945205479452
2023-10-14,49.0,85.0,0.6326530612244898
2023-10-15,23.0,52.0,0.43478260869565216
2023-10-16,60.0,78.0,0.5666666666666667
2023-10-17,75.0,100.0,0.5466666666666666
2023-10-18,70.0,95.0,0.5285714285714286
2023-10-19,75.0,90.0,0.48
2023-10-20,74.0,102.0,0.5405405405405406
2023-10-21,58.0,82.0,0.5344827586206896
2023-10-22,26.0,40.0,0.38461538461538464
2023-10-23,59.0,90.0,0.576271186440678
2023-10-24,76.0,109.0,0.5526315789473685
2023-10-25,73.0,102.0,0.4794520547945205
2023-10-26,67.0,87.0,0.5373134328358209
2023-10-27,70.0,92.0,0.5714285714285714
2023-10-28,61.0,96.0,0.5081967213114754
2023-10-29,28.0,54.0,0.35714285714285715
2023-10-30,67.0,96.0,0.5074626865671642
2023-10-31,72.0,100.0,0.5694444444444444
2023-11-01,57.0,78.0,0.5964912280701754
2023-11-02,68.0,90.0,0.5294117647058824
2023-11-03,42.0,66.0,0.35714285714285715
2023-11-04,58.0,88.0,0.5344827586206896
2023-11-05,26.0,42.0,0.4230769230769231
2023-11-06,60.0,79.0,0.55
2023-11-07,69.0,91.0,0.6086956521739131
2023-11-08,64.0,93.0,0.5625
2023-11-09,64.0,94.0,0.5625
2023-11-10,59.0,79.0,0.6949152542372882
2023-11-11,51.0,84.0,0.6078431372549019
2023-11-13,60.0,88.0,0.5666666666666667
2023-11-14,72.0,98.0,0.5972222222222222
2023-11-15,70.0,101.0,0.5285714285714286
2023-11-16,62.0,87.0,0.5645161290322581
2023-11-17,68.0,85.0,0.5735294117647058
2023-11-18,57.0,75.0,0.543859649122807
2023-11-19,32.0,56.0,0.3125
2023-11-20,59.0,81.0,0.559322033898305
2023-11-21,71.0,100.0,0.5633802816901409
2023-11-22,69.0,96.0,0.5072463768115942
2023-11-23,49.0,80.0,0.32653061224489793
2023-11-24,70.0,89.0,0.5571428571428572
2023-11-25,67.0,95.0,0.4626865671641791
2023-11-26,30.0,58.0,0.36666666666666664
2023-11-27,57.0,78.0,0.5789473684210527
2023-11-28,75.0,96.0,0.5333333333333333
2023-11-29,68.0,86.0,0.5147058823529411
2023-11-30,70.0,95.0,0.5
2023-12-01,66.0,88.0,0.6060606060606061
2023-12-02,57.0,87.0,0.543859649122807
2023-12-03,26.0,44.0,0.38461538461538464
2023-12-04,61.0,87.0,0.5573770491803278
2023-12-05,72.0,90.0,0.5833333333333334
2023-12-06,62.0,81.0,0.5645161290322581
2023-12-07,70.0,102.0,0.5142857142857142
2023-12-08,69.0,95.0,0.5797101449275363
2023-12-09,60.0,98.0,0.5166666666666667
2023-12-10,28.0,49.0,0.35714285714285715
2023-12-11,55.0,77.0,0.6
2023-12-12,74.0,95.0,0.5675675675675675
2023-12-13,74.0,93.0,0.47297297297297297
2023-12-14,62.0,84.0,0.5645161290322581
2023-12-15,68.0,91.0,0.6029411764705882
2023-12-16,61.0,97.0,0.5081967213114754
2023-12-17,25.0,42.0,0.36
2023-12-18,65.0,86.0,0.5230769230769231
2023-12-19,70.0,95.0,0.6
2023-12-20,73.0,99.0,0.4931506849315068
2023-12-21,81.0,106.0,0.43209876543209874
2023-12-22,71.0,92.0,0.5633802816901409
2023-12-23,59.0,90.0,0.5254237288135594
2023-12-24,32.0,57.0,0.34375
2023-12-25,74.0,105.0,0.4864864864864865
2023-12-26,94.0,129.0,0.4787234042553192
2023-12-27,90.0,122.0,0.4111111111111111
2023-12-28,83.0,119.0,0.4578313253012048
2023-12-29,73.0,95.0,0.547945205479452
2024-01-05,50.0,78.0,0.8
2024-01-06,48.0,73.0,0.6458333333333334
2024-01-07,21.0,40.0,0.47619047619047616
2024-01-08,37.0,67.0,0.43243243243243246
2024-01-09,65.0,96.0,0.676923076923077
2024-01-10,61.0,93.0,0.6065573770491803
2024-01-11,59.0,84.0,0.5932203389830508
2024-01-12,61.0,86.0,0.6557377049180327
2024-01-13,56.0,85.0,0.5714285714285714
2024-01-14,24.0,52.0,0.4166666666666667
2024-01-15,62.0,94.0,0.5161290322580645
2024-01-16,67.0,101.0,0.6119402985074627
2024-01-17,64.0,95.0,0.546875
2024-01-18,63.0,93.0,0.5555555555555556
2024-01-19,67.0,98.0,0.6119402985074627
2024-01-20,51.0,77.0,0.6078431372549019
2024-01-21,27.0,48.0,0.37037037037037035
2024-01-22,56.0,78.0,0.5714285714285714
2024-01-23,74.0,107.0,0.581081081081081
2024-01-24,66.0,89.0,0.5303030303030303
2024-01-25,63.0,89.0,0.5555555555555556
2024-01-26,68.0,97.0,0.5882352941176471
2024-01-27,52.0,84.0,0.5961538461538461
2024-01-28,31.0,57.0,0.3548387096774194
2024-01-29,60.0,82.0,0.5333333333333333
2024-01-30,76.0,106.0,0.5789473684210527
2024-01-31,69.0,96.0,0.5362318840579711
2024-02-01,61.0,82.0,0.5737704918032787
2024-02-02,69.0,95.0,0.5652173913043478
2024-02-03,59.0,84.0,0.5254237288135594
2024-02-04,21.0,39.0,0.47619047619047616
2024-02-05,55.0,84.0,0.5818181818181818
2024-02-06,61.0,78.0,0.6721311475409836
2024-02-07,65.0,86.0,0.5384615384615384
2024-02-08,69.0,107.0,0.5072463768115942
2024-02-09,75.0,99.0,0.5333333333333333
2024-02-10,47.0,62.0,0.6595744680851063
2024-02-12,9.0,17.0,0.0
2024-02-13,72.0,101.0,0.6111111111111112
2024-02-14,69.0,97.0,0.5362318840579711
2024-02-15,66.0,100.0,0.5303030303030303
2024-02-16,73.0,100.0,0.5342465753424658
2024-02-17,71.0,99.0,0.43661971830985913
2024-02-18,36.0,53.0,0.2777777777777778
2024-02-19,54.0,81.0,0.6111111111111112
2024-02-20,72.0,101.0,0.5694444444444444
2024-02-21,70.0,111.0,0.5
2024-02-22,69.0,101.0,0.5217391304347826
2024-02-23,49.0,79.0,0.32653061224489793
2024-02-24,58.0,91.0,0.5344827586206896
2024-02-25,32.0,59.0,0.40625
2024-02-26,59.0,82.0,0.5423728813559322
2024-02-27,76.0,98.0,0.5263157894736842
2024-02-28,67.0,84.0,0.5223880597014925
2024-02-29,75.0,109.0,0.4666666666666667
2024-03-01,65.0,86.0,0.6
2024-03-02,60.0,79.0,0.5166666666666667
